# calculator golden matrix — cameras=100 per row; units = recommended
# unit count for VX5-V600-320 alone (VSR floor 1.1; no storage floor —
# storageGb already carries the utilization buffer and the binary charge).
# storageGb = required decimal RAID-net at the 88% default Max disk utilization.
# recordedStorageGb = modeled video over the row's retention, no buffer, no
# binary charge. The separate rawStorageGb column is gone: ADR 0131 removed the
# +5% audio/metadata term that was the only difference between the two.
# bitrateMbps / bandwidthMbps are DECIMAL and at the event peak (duty cycle 1.0).
# ret = the row's own per-group retention in days (ADR 0132).
# resIdx = index into RESOLUTIONS; cxIdx = index into COMPLEXITIES.
resIdx,fps,codec,cxIdx,motion,ret,rec,frameKb,bitrateMbps,bandwidthMbps,recordedStorageGb,storageGb,units
0,20,h265,4,100,60,50,1.666599,0.2653122,26.53122,8596.114,10937.53,1
0,20,h265,4,100,90,100,1.666599,0.2653122,26.53122,25788.34,32812.60,1
0,20,h265,4,100,90,50,1.666599,0.2653122,26.53122,12894.17,16406.30,1
0,20,h265,5,0,7,100,2.333238,0.3714370,37.14370,0.000000,0.000000,1
0,20,h265,5,0,7,50,2.333238,0.3714370,37.14370,0.000000,0.000000,1
0,20,h265,5,0,30,100,2.333238,0.3714370,37.14370,0.000000,0.000000,1
0,20,h265,5,0,30,50,2.333238,0.3714370,37.14370,0.000000,0.000000,1
0,20,h265,5,0,60,100,2.333238,0.3714370,37.14370,0.000000,0.000000,1
0,20,h265,5,0,60,50,2.333238,0.3714370,37.14370,0.000000,0.000000,1
0,20,h265,5,0,90,100,2.333238,0.3714370,37.14370,0.000000,0.000000,1
0,20,h265,5,0,90,50,2.333238,0.3714370,37.14370,0.000000,0.000000,1
0,20,h265,5,25,7,100,2.333238,0.3714370,37.14370,702.0160,893.2319,1
0,20,h265,5,25,7,50,2.333238,0.3714370,37.14370,351.0080,446.6159,1
0,20,h265,5,25,30,100,2.333238,0.3714370,37.14370,3008.640,3828.137,1
0,20,h265,5,25,30,50,2.333238,0.3714370,37.14370,1504.320,1914.068,1
0,20,h265,5,25,60,100,2.333238,0.3714370,37.14370,6017.280,7656.273,1
0,20,h265,5,25,60,50,2.333238,0.3714370,37.14370,3008.640,3828.137,1
0,20,h265,5,25,90,100,2.333238,0.3714370,37.14370,9025.919,11484.41,1
0,20,h265,5,25,90,50,2.333238,0.3714370,37.14370,4512.960,5742.205,1
0,20,h265,5,50,7,100,2.333238,0.3714370,37.14370,1404.032,1786.464,1
0,20,h265,5,50,7,50,2.333238,0.3714370,37.14370,702.0160,893.2319,1
0,20,h265,5,50,30,100,2.333238,0.3714370,37.14370,6017.280,7656.273,1
0,20,h265,5,50,30,50,2.333238,0.3714370,37.14370,3008.640,3828.137,1
0,20,h265,5,50,60,100,2.333238,0.3714370,37.14370,12034.56,15312.55,1
0,20,h265,5,50,60,50,2.333238,0.3714370,37.14370,6017.280,7656.273,1
0,20,h265,5,50,90,100,2.333238,0.3714370,37.14370,18051.84,22968.82,1
0,20,h265,5,50,90,50,2.333238,0.3714370,37.14370,9025.919,11484.41,1
0,20,h265,5,75,7,100,2.333238,0.3714370,37.14370,2106.048,2679.696,1
0,20,h265,5,75,7,50,2.333238,0.3714370,37.14370,1053.024,1339.848,1
0,20,h265,5,75,30,100,2.333238,0.3714370,37.14370,9025.919,11484.41,1
0,20,h265,5,75,30,50,2.333238,0.3714370,37.14370,4512.960,5742.205,1
0,20,h265,5,75,60,100,2.333238,0.3714370,37.14370,18051.84,22968.82,1
0,20,h265,5,75,60,50,2.333238,0.3714370,37.14370,9025.919,11484.41,1
0,20,h265,5,75,90,100,2.333238,0.3714370,37.14370,27077.76,34453.23,1
0,20,h265,5,75,90,50,2.333238,0.3714370,37.14370,13538.88,17226.62,1
0,20,h265,5,100,7,100,2.333238,0.3714370,37.14370,2808.064,3572.928,1
0,20,h265,5,100,7,50,2.333238,0.3714370,37.14370,1404.032,1786.464,1
0,20,h265,5,100,30,100,2.333238,0.3714370,37.14370,12034.56,15312.55,1
0,20,h265,5,100,30,50,2.333238,0.3714370,37.14370,6017.280,7656.273,1
0,20,h265,5,100,60,100,2.333238,0.3714370,37.14370,24069.12,30625.09,1
0,20,h265,5,100,60,50,2.333238,0.3714370,37.14370,12034.56,15312.55,1
0,20,h265,5,100,90,100,2.333238,0.3714370,37.14370,36103.68,45937.64,1
0,20,h265,5,100,90,50,2.333238,0.3714370,37.14370,18051.84,22968.82,1
0,20,h264,0,0,7,100,0.5746433,0.09147963,9.147963,0.000000,0.000000,1
0,20,h264,0,0,7,50,0.5746433,0.09147963,9.147963,0.000000,0.000000,1
0,20,h264,0,0,30,100,0.5746433,0.09147963,9.147963,0.000000,0.000000,1
0,20,h264,0,0,30,50,0.5746433,0.09147963,9.147963,0.000000,0.000000,1
0,20,h264,0,0,60,100,0.5746433,0.09147963,9.147963,0.000000,0.000000,1
0,20,h264,0,0,60,50,0.5746433,0.09147963,9.147963,0.000000,0.000000,1
0,20,h264,0,0,90,100,0.5746433,0.09147963,9.147963,0.000000,0.000000,1
0,20,h264,0,0,90,50,0.5746433,0.09147963,9.147963,0.000000,0.000000,1
0,20,h264,0,25,7,100,0.5746433,0.09147963,9.147963,172.8965,219.9903,1
0,20,h264,0,25,7,50,0.5746433,0.09147963,9.147963,86.44825,109.9951,1
0,20,h264,0,25,30,100,0.5746433,0.09147963,9.147963,740.9850,942.8154,1
0,20,h264,0,25,30,50,0.5746433,0.09147963,9.147963,370.4925,471.4077,1
0,20,h264,0,25,60,100,0.5746433,0.09147963,9.147963,1481.970,1885.631,1
0,20,h264,0,25,60,50,0.5746433,0.09147963,9.147963,740.9850,942.8154,1
0,20,h264,0,25,90,100,0.5746433,0.09147963,9.147963,2222.955,2828.446,1
0,20,h264,0,25,90,50,0.5746433,0.09147963,9.147963,1111.478,1414.223,1
0,20,h264,0,50,7,100,0.5746433,0.09147963,9.147963,345.7930,439.9805,1
0,20,h264,0,50,7,50,0.5746433,0.09147963,9.147963,172.8965,219.9903,1
0,20,h264,0,50,30,100,0.5746433,0.09147963,9.147963,1481.970,1885.631,1
0,20,h264,0,50,30,50,0.5746433,0.09147963,9.147963,740.9850,942.8154,1
0,20,h264,0,50,60,100,0.5746433,0.09147963,9.147963,2963.940,3771.262,1
0,20,h264,0,50,60,50,0.5746433,0.09147963,9.147963,1481.970,1885.631,1
0,20,h264,0,50,90,100,0.5746433,0.09147963,9.147963,4445.910,5656.892,1
0,20,h264,0,50,90,50,0.5746433,0.09147963,9.147963,2222.955,2828.446,1
0,20,h264,0,75,7,100,0.5746433,0.09147963,9.147963,518.6895,659.9708,1
0,20,h264,0,75,7,50,0.5746433,0.09147963,9.147963,259.3448,329.9854,1
0,20,h264,0,75,30,100,0.5746433,0.09147963,9.147963,2222.955,2828.446,1
0,20,h264,0,75,30,50,0.5746433,0.09147963,9.147963,1111.478,1414.223,1
0,20,h264,0,75,60,100,0.5746433,0.09147963,9.147963,4445.910,5656.892,1
0,20,h264,0,75,60,50,0.5746433,0.09147963,9.147963,2222.955,2828.446,1
0,20,h264,0,75,90,100,0.5746433,0.09147963,9.147963,6668.865,8485.338,1
0,20,h264,0,75,90,50,0.5746433,0.09147963,9.147963,3334.433,4242.669,1
0,20,h264,0,100,7,100,0.5746433,0.09147963,9.147963,691.5860,879.9610,1
0,20,h264,0,100,7,50,0.5746433,0.09147963,9.147963,345.7930,439.9805,1
0,20,h264,0,100,30,100,0.5746433,0.09147963,9.147963,2963.940,3771.262,1
0,20,h264,0,100,30,50,0.5746433,0.09147963,9.147963,1481.970,1885.631,1
0,20,h264,0,100,60,100,0.5746433,0.09147963,9.147963,5927.880,7542.523,1
0,20,h264,0,100,60,50,0.5746433,0.09147963,9.147963,2963.940,3771.262,1
0,20,h264,0,100,90,100,0.5746433,0.09147963,9.147963,8891.820,11313.78,1
0,20,h264,0,100,90,50,0.5746433,0.09147963,9.147963,4445.910,5656.892,1
0,20,h264,1,0,7,100,0.8619649,0.1372194,13.72194,0.000000,0.000000,1
0,20,h264,1,0,7,50,0.8619649,0.1372194,13.72194,0.000000,0.000000,1
0,20,h264,1,0,30,100,0.8619649,0.1372194,13.72194,0.000000,0.000000,1
0,20,h264,1,0,30,50,0.8619649,0.1372194,13.72194,0.000000,0.000000,1
0,20,h264,1,0,60,100,0.8619649,0.1372194,13.72194,0.000000,0.000000,1
0,20,h264,1,0,60,50,0.8619649,0.1372194,13.72194,0.000000,0.000000,1
0,20,h264,1,0,90,100,0.8619649,0.1372194,13.72194,0.000000,0.000000,1
0,20,h264,1,0,90,50,0.8619649,0.1372194,13.72194,0.000000,0.000000,1
0,20,h264,1,25,7,100,0.8619649,0.1372194,13.72194,259.3448,329.9854,1
0,20,h264,1,25,7,50,0.8619649,0.1372194,13.72194,129.6724,164.9927,1
0,20,h264,1,25,30,100,0.8619649,0.1372194,13.72194,1111.478,1414.223,1
0,20,h264,1,25,30,50,0.8619649,0.1372194,13.72194,555.7388,707.1115,1
0,20,h264,1,25,60,100,0.8619649,0.1372194,13.72194,2222.955,2828.446,1
0,20,h264,1,25,60,50,0.8619649,0.1372194,13.72194,1111.478,1414.223,1
0,20,h264,1,25,90,100,0.8619649,0.1372194,13.72194,3334.433,4242.669,1
0,20,h264,1,25,90,50,0.8619649,0.1372194,13.72194,1667.216,2121.335,1
0,20,h264,1,50,7,100,0.8619649,0.1372194,13.72194,518.6895,659.9708,1
0,20,h264,1,50,7,50,0.8619649,0.1372194,13.72194,259.3448,329.9854,1
0,20,h264,1,50,30,100,0.8619649,0.1372194,13.72194,2222.955,2828.446,1
0,20,h264,1,50,30,50,0.8619649,0.1372194,13.72194,1111.478,1414.223,1
0,20,h264,1,50,60,100,0.8619649,0.1372194,13.72194,4445.910,5656.892,1
0,20,h264,1,50,60,50,0.8619649,0.1372194,13.72194,2222.955,2828.446,1
0,20,h264,1,50,90,100,0.8619649,0.1372194,13.72194,6668.865,8485.338,1
0,20,h264,1,50,90,50,0.8619649,0.1372194,13.72194,3334.433,4242.669,1
0,20,h264,1,75,7,100,0.8619649,0.1372194,13.72194,778.0343,989.9561,1
0,20,h264,1,75,7,50,0.8619649,0.1372194,13.72194,389.0171,494.9781,1
0,20,h264,1,75,30,100,0.8619649,0.1372194,13.72194,3334.433,4242.669,1
0,20,h264,1,75,30,50,0.8619649,0.1372194,13.72194,1667.216,2121.335,1
0,20,h264,1,75,60,100,0.8619649,0.1372194,13.72194,6668.865,8485.338,1
0,20,h264,1,75,60,50,0.8619649,0.1372194,13.72194,3334.433,4242.669,1
0,20,h264,1,75,90,100,0.8619649,0.1372194,13.72194,10003.30,12728.01,1
0,20,h264,1,75,90,50,0.8619649,0.1372194,13.72194,5001.649,6364.004,1
0,20,h264,1,100,7,100,0.8619649,0.1372194,13.72194,1037.379,1319.942,1
0,20,h264,1,100,7,50,0.8619649,0.1372194,13.72194,518.6895,659.9708,1
0,20,h264,1,100,30,100,0.8619649,0.1372194,13.72194,4445.910,5656.892,1
0,20,h264,1,100,30,50,0.8619649,0.1372194,13.72194,2222.955,2828.446,1
0,20,h264,1,100,60,100,0.8619649,0.1372194,13.72194,8891.820,11313.78,1
0,20,h264,1,100,60,50,0.8619649,0.1372194,13.72194,4445.910,5656.892,1
0,20,h264,1,100,90,100,0.8619649,0.1372194,13.72194,13337.73,16970.68,1
0,20,h264,1,100,90,50,0.8619649,0.1372194,13.72194,6668.865,8485.338,1
0,20,h264,2,0,7,100,1.292947,0.2058292,20.58292,0.000000,0.000000,1
0,20,h264,2,0,7,50,1.292947,0.2058292,20.58292,0.000000,0.000000,1
0,20,h264,2,0,30,100,1.292947,0.2058292,20.58292,0.000000,0.000000,1
0,20,h264,2,0,30,50,1.292947,0.2058292,20.58292,0.000000,0.000000,1
0,20,h264,2,0,60,100,1.292947,0.2058292,20.58292,0.000000,0.000000,1
0,20,h264,2,0,60,50,1.292947,0.2058292,20.58292,0.000000,0.000000,1
0,20,h264,2,0,90,100,1.292947,0.2058292,20.58292,0.000000,0.000000,1
0,20,h264,2,0,90,50,1.292947,0.2058292,20.58292,0.000000,0.000000,1
0,20,h264,2,25,7,100,1.292947,0.2058292,20.58292,389.0171,494.9781,1
0,20,h264,2,25,7,50,1.292947,0.2058292,20.58292,194.5086,247.4890,1
0,20,h264,2,25,30,100,1.292947,0.2058292,20.58292,1667.216,2121.335,1
0,20,h264,2,25,30,50,1.292947,0.2058292,20.58292,833.6081,1060.667,1
0,20,h264,2,25,60,100,1.292947,0.2058292,20.58292,3334.433,4242.669,1
0,20,h264,2,25,60,50,1.292947,0.2058292,20.58292,1667.216,2121.335,1
0,20,h264,2,25,90,100,1.292947,0.2058292,20.58292,5001.649,6364.004,1
0,20,h264,2,25,90,50,1.292947,0.2058292,20.58292,2500.824,3182.002,1
0,20,h264,2,50,7,100,1.292947,0.2058292,20.58292,778.0343,989.9561,1
0,20,h264,2,50,7,50,1.292947,0.2058292,20.58292,389.0171,494.9781,1
0,20,h264,2,50,30,100,1.292947,0.2058292,20.58292,3334.433,4242.669,1
0,20,h264,2,50,30,50,1.292947,0.2058292,20.58292,1667.216,2121.335,1
0,20,h264,2,50,60,100,1.292947,0.2058292,20.58292,6668.865,8485.338,1
0,20,h264,2,50,60,50,1.292947,0.2058292,20.58292,3334.433,4242.669,1
0,20,h264,2,50,90,100,1.292947,0.2058292,20.58292,10003.30,12728.01,1
0,20,h264,2,50,90,50,1.292947,0.2058292,20.58292,5001.649,6364.004,1
0,20,h264,2,75,7,100,1.292947,0.2058292,20.58292,1167.051,1484.934,1
0,20,h264,2,75,7,50,1.292947,0.2058292,20.58292,583.5257,742.4671,1
0,20,h264,2,75,30,100,1.292947,0.2058292,20.58292,5001.649,6364.004,1
0,20,h264,2,75,30,50,1.292947,0.2058292,20.58292,2500.824,3182.002,1
0,20,h264,2,75,60,100,1.292947,0.2058292,20.58292,10003.30,12728.01,1
0,20,h264,2,75,60,50,1.292947,0.2058292,20.58292,5001.649,6364.004,1
0,20,h264,2,75,90,100,1.292947,0.2058292,20.58292,15004.95,19092.01,1
0,20,h264,2,75,90,50,1.292947,0.2058292,20.58292,7502.473,9546.006,1
0,20,h264,2,100,7,100,1.292947,0.2058292,20.58292,1556.069,1979.912,1
0,20,h264,2,100,7,50,1.292947,0.2058292,20.58292,778.0343,989.9561,1
0,20,h264,2,100,30,100,1.292947,0.2058292,20.58292,6668.865,8485.338,1
0,20,h264,2,100,30,50,1.292947,0.2058292,20.58292,3334.433,4242.669,1
0,20,h264,2,100,60,100,1.292947,0.2058292,20.58292,13337.73,16970.68,1
0,20,h264,2,100,60,50,1.292947,0.2058292,20.58292,6668.865,8485.338,1
0,20,h264,2,100,90,100,1.292947,0.2058292,20.58292,20006.60,25456.02,1
0,20,h264,2,100,90,50,1.292947,0.2058292,20.58292,10003.30,12728.01,1
0,20,h264,3,0,7,100,1.939421,0.3087438,30.87438,0.000000,0.000000,1
0,20,h264,3,0,7,50,1.939421,0.3087438,30.87438,0.000000,0.000000,1
0,20,h264,3,0,30,100,1.939421,0.3087438,30.87438,0.000000,0.000000,1
0,20,h264,3,0,30,50,1.939421,0.3087438,30.87438,0.000000,0.000000,1
0,20,h264,3,0,60,100,1.939421,0.3087438,30.87438,0.000000,0.000000,1
0,20,h264,3,0,60,50,1.939421,0.3087438,30.87438,0.000000,0.000000,1
0,20,h264,3,0,90,100,1.939421,0.3087438,30.87438,0.000000,0.000000,1
0,20,h264,3,0,90,50,1.939421,0.3087438,30.87438,0.000000,0.000000,1
0,20,h264,3,25,7,100,1.939421,0.3087438,30.87438,583.5257,742.4671,1
0,20,h264,3,25,7,50,1.939421,0.3087438,30.87438,291.7628,371.2336,1
0,20,h264,3,25,30,100,1.939421,0.3087438,30.87438,2500.824,3182.002,1
0,20,h264,3,25,30,50,1.939421,0.3087438,30.87438,1250.412,1591.001,1
0,20,h264,3,25,60,100,1.939421,0.3087438,30.87438,5001.649,6364.004,1
0,20,h264,3,25,60,50,1.939421,0.3087438,30.87438,2500.824,3182.002,1
0,20,h264,3,25,90,100,1.939421,0.3087438,30.87438,7502.473,9546.006,1
0,20,h264,3,25,90,50,1.939421,0.3087438,30.87438,3751.237,4773.003,1
0,20,h264,3,50,7,100,1.939421,0.3087438,30.87438,1167.051,1484.934,1
0,20,h264,3,50,7,50,1.939421,0.3087438,30.87438,583.5257,742.4671,1
0,20,h264,3,50,30,100,1.939421,0.3087438,30.87438,5001.649,6364.004,1
0,20,h264,3,50,30,50,1.939421,0.3087438,30.87438,2500.824,3182.002,1
0,20,h264,3,50,60,100,1.939421,0.3087438,30.87438,10003.30,12728.01,1
0,20,h264,3,50,60,50,1.939421,0.3087438,30.87438,5001.649,6364.004,1
0,20,h264,3,50,90,100,1.939421,0.3087438,30.87438,15004.95,19092.01,1
0,20,h264,3,50,90,50,1.939421,0.3087438,30.87438,7502.473,9546.006,1
0,20,h264,3,75,7,100,1.939421,0.3087438,30.87438,1750.577,2227.401,1
0,20,h264,3,75,7,50,1.939421,0.3087438,30.87438,875.2885,1113.701,1
0,20,h264,3,75,30,100,1.939421,0.3087438,30.87438,7502.473,9546.006,1
0,20,h264,3,75,30,50,1.939421,0.3087438,30.87438,3751.237,4773.003,1
0,20,h264,3,75,60,100,1.939421,0.3087438,30.87438,15004.95,19092.01,1
0,20,h264,3,75,60,50,1.939421,0.3087438,30.87438,7502.473,9546.006,1
0,20,h264,3,75,90,100,1.939421,0.3087438,30.87438,22507.42,28638.02,1
0,20,h264,3,75,90,50,1.939421,0.3087438,30.87438,11253.71,14319.01,1
0,20,h264,3,100,7,100,1.939421,0.3087438,30.87438,2334.103,2969.868,1
0,20,h264,3,100,7,50,1.939421,0.3087438,30.87438,1167.051,1484.934,1
0,20,h264,3,100,30,100,1.939421,0.3087438,30.87438,10003.30,12728.01,1
0,20,h264,3,100,30,50,1.939421,0.3087438,30.87438,5001.649,6364.004,1
0,20,h264,3,100,60,100,1.939421,0.3087438,30.87438,20006.60,25456.02,1
0,20,h264,3,100,60,50,1.939421,0.3087438,30.87438,10003.30,12728.01,1
0,20,h264,3,100,90,100,1.939421,0.3087438,30.87438,30009.89,38184.02,1
0,20,h264,3,100,90,50,1.939421,0.3087438,30.87438,15004.95,19092.01,1
0,20,h264,4,0,7,100,2.873216,0.4573982,45.73982,0.000000,0.000000,1
0,20,h264,4,0,7,50,2.873216,0.4573982,45.73982,0.000000,0.000000,1
0,20,h264,4,0,30,100,2.873216,0.4573982,45.73982,0.000000,0.000000,1
0,20,h264,4,0,30,50,2.873216,0.4573982,45.73982,0.000000,0.000000,1
0,20,h264,4,0,60,100,2.873216,0.4573982,45.73982,0.000000,0.000000,1
0,20,h264,4,0,60,50,2.873216,0.4573982,45.73982,0.000000,0.000000,1
0,20,h264,4,0,90,100,2.873216,0.4573982,45.73982,0.000000,0.000000,1
0,20,h264,4,0,90,50,2.873216,0.4573982,45.73982,0.000000,0.000000,1
0,20,h264,4,25,7,100,2.873216,0.4573982,45.73982,864.4825,1099.951,1
0,20,h264,4,25,7,50,2.873216,0.4573982,45.73982,432.2413,549.9756,1
0,20,h264,4,25,30,100,2.873216,0.4573982,45.73982,3704.925,4714.077,1
0,20,h264,4,25,30,50,2.873216,0.4573982,45.73982,1852.463,2357.038,1
0,20,h264,4,25,60,100,2.873216,0.4573982,45.73982,7409.850,9428.154,1
0,20,h264,4,25,60,50,2.873216,0.4573982,45.73982,3704.925,4714.077,1
0,20,h264,4,25,90,100,2.873216,0.4573982,45.73982,11114.78,14142.23,1
0,20,h264,4,25,90,50,2.873216,0.4573982,45.73982,5557.388,7071.115,1
0,20,h264,4,50,7,100,2.873216,0.4573982,45.73982,1728.965,2199.903,1
0,20,h264,4,50,7,50,2.873216,0.4573982,45.73982,864.4825,1099.951,1
0,20,h264,4,50,30,100,2.873216,0.4573982,45.73982,7409.850,9428.154,1
0,20,h264,4,50,30,50,2.873216,0.4573982,45.73982,3704.925,4714.077,1
0,20,h264,4,50,60,100,2.873216,0.4573982,45.73982,14819.70,18856.31,1
0,20,h264,4,50,60,50,2.873216,0.4573982,45.73982,7409.850,9428.154,1
0,20,h264,4,50,90,100,2.873216,0.4573982,45.73982,22229.55,28284.46,1
0,20,h264,4,50,90,50,2.873216,0.4573982,45.73982,11114.78,14142.23,1
0,20,h264,4,75,7,100,2.873216,0.4573982,45.73982,2593.448,3299.854,1
0,20,h264,4,75,7,50,2.873216,0.4573982,45.73982,1296.724,1649.927,1
0,20,h264,4,75,30,100,2.873216,0.4573982,45.73982,11114.78,14142.23,1
0,20,h264,4,75,30,50,2.873216,0.4573982,45.73982,5557.388,7071.115,1
0,20,h264,4,75,60,100,2.873216,0.4573982,45.73982,22229.55,28284.46,1
0,20,h264,4,75,60,50,2.873216,0.4573982,45.73982,11114.78,14142.23,1
0,20,h264,4,75,90,100,2.873216,0.4573982,45.73982,33344.33,42426.69,1
0,20,h264,4,75,90,50,2.873216,0.4573982,45.73982,16672.16,21213.35,1
0,20,h264,4,100,7,100,2.873216,0.4573982,45.73982,3457.930,4399.805,1
0,20,h264,4,100,7,50,2.873216,0.4573982,45.73982,1728.965,2199.903,1
0,20,h264,4,100,30,100,2.873216,0.4573982,45.73982,14819.70,18856.31,1
0,20,h264,4,100,30,50,2.873216,0.4573982,45.73982,7409.850,9428.154,1
0,20,h264,4,100,60,100,2.873216,0.4573982,45.73982,29639.40,37712.62,1
0,20,h264,4,100,60,50,2.873216,0.4573982,45.73982,14819.70,18856.31,1
0,20,h264,4,100,90,100,2.873216,0.4573982,45.73982,44459.10,56568.92,1
0,20,h264,4,100,90,50,2.873216,0.4573982,45.73982,22229.55,28284.46,1
0,20,h264,5,0,7,100,4.022503,0.6403574,64.03574,0.000000,0.000000,1
0,20,h264,5,0,7,50,4.022503,0.6403574,64.03574,0.000000,0.000000,1
0,20,h264,5,0,30,100,4.022503,0.6403574,64.03574,0.000000,0.000000,1
0,20,h264,5,0,30,50,4.022503,0.6403574,64.03574,0.000000,0.000000,1
0,20,h264,5,0,60,100,4.022503,0.6403574,64.03574,0.000000,0.000000,1
0,20,h264,5,0,60,50,4.022503,0.6403574,64.03574,0.000000,0.000000,1
0,20,h264,5,0,90,100,4.022503,0.6403574,64.03574,0.000000,0.000000,1
0,20,h264,5,0,90,50,4.022503,0.6403574,64.03574,0.000000,0.000000,1
0,20,h264,5,25,7,100,4.022503,0.6403574,64.03574,1210.276,1539.932,1
0,20,h264,5,25,7,50,4.022503,0.6403574,64.03574,605.1378,769.9659,1
0,20,h264,5,25,30,100,4.022503,0.6403574,64.03574,5186.895,6599.708,1
0,20,h264,5,25,30,50,4.022503,0.6403574,64.03574,2593.448,3299.854,1
0,20,h264,5,25,60,100,4.022503,0.6403574,64.03574,10373.79,13199.42,1
0,20,h264,5,25,60,50,4.022503,0.6403574,64.03574,5186.895,6599.708,1
0,20,h264,5,25,90,100,4.022503,0.6403574,64.03574,15560.69,19799.12,1
0,20,h264,5,25,90,50,4.022503,0.6403574,64.03574,7780.343,9899.561,1
0,20,h264,5,50,7,100,4.022503,0.6403574,64.03574,2420.551,3079.864,1
0,20,h264,5,50,7,50,4.022503,0.6403574,64.03574,1210.276,1539.932,1
0,20,h264,5,50,30,100,4.022503,0.6403574,64.03574,10373.79,13199.42,1
0,20,h264,5,50,30,50,4.022503,0.6403574,64.03574,5186.895,6599.708,1
0,20,h264,5,50,60,100,4.022503,0.6403574,64.03574,20747.58,26398.83,1
0,20,h264,5,50,60,50,4.022503,0.6403574,64.03574,10373.79,13199.42,1
0,20,h264,5,50,90,100,4.022503,0.6403574,64.03574,31121.37,39598.25,1
0,20,h264,5,50,90,50,4.022503,0.6403574,64.03574,15560.69,19799.12,1
0,20,h264,5,75,7,100,4.022503,0.6403574,64.03574,3630.827,4619.795,1
0,20,h264,5,75,7,50,4.022503,0.6403574,64.03574,1815.413,2309.898,1
0,20,h264,5,75,30,100,4.022503,0.6403574,64.03574,15560.69,19799.12,1
0,20,h264,5,75,30,50,4.022503,0.6403574,64.03574,7780.343,9899.561,1
0,20,h264,5,75,60,100,4.022503,0.6403574,64.03574,31121.37,39598.25,1
0,20,h264,5,75,60,50,4.022503,0.6403574,64.03574,15560.69,19799.12,1
0,20,h264,5,75,90,100,4.022503,0.6403574,64.03574,46682.06,59397.37,1
0,20,h264,5,75,90,50,4.022503,0.6403574,64.03574,23341.03,29698.68,1
0,20,h264,5,100,7,100,4.022503,0.6403574,64.03574,4841.102,6159.727,1
0,20,h264,5,100,7,50,4.022503,0.6403574,64.03574,2420.551,3079.864,1
0,20,h264,5,100,30,100,4.022503,0.6403574,64.03574,20747.58,26398.83,1
0,20,h264,5,100,30,50,4.022503,0.6403574,64.03574,10373.79,13199.42,1
0,20,h264,5,100,60,100,4.022503,0.6403574,64.03574,41495.16,52797.66,1
0,20,h264,5,100,60,50,4.022503,0.6403574,64.03574,20747.58,26398.83,1
0,20,h264,5,100,90,100,4.022503,0.6403574,64.03574,62242.74,79196.49,1
0,20,h264,5,100,90,50,4.022503,0.6403574,64.03574,31121.37,39598.25,1
0,20,h265smart,0,0,7,100,0.2666558,0.04244994,4.244994,0.000000,0.000000,1
0,20,h265smart,0,0,7,50,0.2666558,0.04244994,4.244994,0.000000,0.000000,1
0,20,h265smart,0,0,30,100,0.2666558,0.04244994,4.244994,0.000000,0.000000,1
0,20,h265smart,0,0,30,50,0.2666558,0.04244994,4.244994,0.000000,0.000000,1
0,20,h265smart,0,0,60,100,0.2666558,0.04244994,4.244994,0.000000,0.000000,1
0,20,h265smart,0,0,60,50,0.2666558,0.04244994,4.244994,0.000000,0.000000,1
0,20,h265smart,0,0,90,100,0.2666558,0.04244994,4.244994,0.000000,0.000000,1
0,20,h265smart,0,0,90,50,0.2666558,0.04244994,4.244994,0.000000,0.000000,1
0,20,h265smart,0,25,7,100,0.2666558,0.04244994,4.244994,80.23039,102.0836,1
0,20,h265smart,0,25,7,50,0.2666558,0.04244994,4.244994,40.11520,51.04182,1
0,20,h265smart,0,25,30,100,0.2666558,0.04244994,4.244994,343.8445,437.5013,1
0,20,h265smart,0,25,30,50,0.2666558,0.04244994,4.244994,171.9223,218.7507,1
0,20,h265smart,0,25,60,100,0.2666558,0.04244994,4.244994,687.6891,875.0027,1
0,20,h265smart,0,25,60,50,0.2666558,0.04244994,4.244994,343.8445,437.5013,1
0,20,h265smart,0,25,90,100,0.2666558,0.04244994,4.244994,1031.534,1312.504,1
0,20,h265smart,0,25,90,50,0.2666558,0.04244994,4.244994,515.7668,656.2520,1
0,20,h265smart,0,50,7,100,0.2666558,0.04244994,4.244994,160.4608,204.1673,1
0,20,h265smart,0,50,7,50,0.2666558,0.04244994,4.244994,80.23039,102.0836,1
0,20,h265smart,0,50,30,100,0.2666558,0.04244994,4.244994,687.6891,875.0027,1
0,20,h265smart,0,50,30,50,0.2666558,0.04244994,4.244994,343.8445,437.5013,1
0,20,h265smart,0,50,60,100,0.2666558,0.04244994,4.244994,1375.378,1750.005,1
0,20,h265smart,0,50,60,50,0.2666558,0.04244994,4.244994,687.6891,875.0027,1
0,20,h265smart,0,50,90,100,0.2666558,0.04244994,4.244994,2063.067,2625.008,1
0,20,h265smart,0,50,90,50,0.2666558,0.04244994,4.244994,1031.534,1312.504,1
0,20,h265smart,0,75,7,100,0.2666558,0.04244994,4.244994,240.6912,306.2509,1
0,20,h265smart,0,75,7,50,0.2666558,0.04244994,4.244994,120.3456,153.1255,1
0,20,h265smart,0,75,30,100,0.2666558,0.04244994,4.244994,1031.534,1312.504,1
0,20,h265smart,0,75,30,50,0.2666558,0.04244994,4.244994,515.7668,656.2520,1
0,20,h265smart,0,75,60,100,0.2666558,0.04244994,4.244994,2063.067,2625.008,1
0,20,h265smart,0,75,60,50,0.2666558,0.04244994,4.244994,1031.534,1312.504,1
